Identificador,Agente,Ronda,Estado,Puntaje,Politica,Parametro-0,Parametro-1,Politica_lag,Consistencia
25,64,0,1,1,4,100,1,,0
25,64,1,0,0,4,100,1,4.0,1
25,64,2,1,1,4,100,1,4.0,1
25,64,3,0,0,4,100,1,4.0,1
25,64,4,1,1,4,100,1,4.0,1
25,64,5,0,0,4,100,1,4.0,1
25,64,6,1,1,4,100,1,4.0,1
25,64,7,0,0,4,100,1,4.0,1
25,64,8,1,1,4,100,1,4.0,1
25,64,9,0,0,4,100,1,4.0,1
25,65,0,0,0,4,100,1,,0
25,65,1,1,1,4,100,1,4.0,1
25,65,2,0,0,4,100,1,4.0,1
25,65,3,1,1,4,100,1,4.0,1
25,65,4,0,0,4,100,1,4.0,1
25,65,5,1,1,4,100,1,4.0,1
25,65,6,0,0,4,100,1,4.0,1
25,65,7,1,1,4,100,1,4.0,1
25,65,8,0,0,4,100,1,4.0,1
25,65,9,1,1,4,100,1,4.0,1
25,66,0,0,0,4,100,1,,0
25,66,1,1,1,4,100,1,4.0,1
25,66,2,0,0,4,100,1,4.0,1
25,66,3,1,1,4,100,1,4.0,1
25,66,4,0,0,4,100,1,4.0,1
25,66,5,1,1,4,100,1,4.0,1
25,66,6,0,0,4,100,1,4.0,1
25,66,7,1,1,4,100,1,4.0,1
25,66,8,0,0,4,100,1,4.0,1
25,66,9,1,1,4,100,1,4.0,1
25,67,0,0,0,4,100,1,,0
25,67,1,1,1,4,100,1,4.0,1
25,67,2,0,0,4,100,1,4.0,1
25,67,3,1,1,4,100,1,4.0,1
25,67,4,0,0,4,100,1,4.0,1
25,67,5,1,1,4,100,1,4.0,1
25,67,6,0,0,4,100,1,4.0,1
25,67,7,1,1,4,100,1,4.0,1
25,67,8,0,0,4,100,1,4.0,1
25,67,9,1,1,4,100,1,4.0,1
25,68,0,0,0,4,100,1,,0
25,68,1,1,1,4,100,1,4.0,1
25,68,2,0,0,4,100,1,4.0,1
25,68,3,1,1,4,100,1,4.0,1
25,68,4,0,0,4,100,1,4.0,1
25,68,5,1,1,4,100,1,4.0,1
25,68,6,0,0,4,100,1,4.0,1
25,68,7,1,1,4,100,1,4.0,1
25,68,8,0,0,4,100,1,4.0,1
25,68,9,1,1,4,100,1,4.0,1
25,69,0,0,0,4,100,1,,0
25,69,1,1,1,4,100,1,4.0,1
25,69,2,0,0,4,100,1,4.0,1
25,69,3,1,1,4,100,1,4.0,1
25,69,4,0,0,4,100,1,4.0,1
25,69,5,1,1,4,100,1,4.0,1
25,69,6,0,0,4,100,1,4.0,1
25,69,7,1,1,4,100,1,4.0,1
25,69,8,0,0,4,100,1,4.0,1
25,69,9,1,1,4,100,1,4.0,1
25,70,0,1,1,4,100,1,,0
25,70,1,0,0,4,100,1,4.0,1
25,70,2,1,1,4,100,1,4.0,1
25,70,3,0,0,4,100,1,4.0,1
25,70,4,1,1,4,100,1,4.0,1
25,70,5,0,0,4,100,1,4.0,1
25,70,6,1,1,4,100,1,4.0,1
25,70,7,0,0,4,100,1,4.0,1
25,70,8,1,1,4,100,1,4.0,1
25,70,9,0,0,4,100,1,4.0,1
25,71,0,1,1,4,100,1,,0
25,71,1,0,0,4,100,1,4.0,1
25,71,2,1,1,4,100,1,4.0,1
25,71,3,0,0,4,100,1,4.0,1
25,71,4,1,1,4,100,1,4.0,1
25,71,5,0,0,4,100,1,4.0,1
25,71,6,1,1,4,100,1,4.0,1
25,71,7,0,0,4,100,1,4.0,1
25,71,8,1,1,4,100,1,4.0,1
25,71,9,0,0,4,100,1,4.0,1
25,72,0,1,1,4,100,1,,0
25,72,1,0,0,4,100,1,4.0,1
25,72,2,1,1,4,100,1,4.0,1
25,72,3,0,0,4,100,1,4.0,1
25,72,4,1,1,4,100,1,4.0,1
25,72,5,0,0,4,100,1,4.0,1
25,72,6,1,1,4,100,1,4.0,1
25,72,7,0,0,4,100,1,4.0,1
25,72,8,1,1,4,100,1,4.0,1
25,72,9,0,0,4,100,1,4.0,1
25,73,0,1,1,4,100,1,,0
25,73,1,0,0,4,100,1,4.0,1
25,73,2,1,1,4,100,1,4.0,1
25,73,3,0,0,4,100,1,4.0,1
25,73,4,1,1,4,100,1,4.0,1
25,73,5,0,0,4,100,1,4.0,1
25,73,6,1,1,4,100,1,4.0,1
25,73,7,0,0,4,100,1,4.0,1
25,73,8,1,1,4,100,1,4.0,1
25,73,9,0,0,4,100,1,4.0,1
25,74,0,1,1,4,100,1,,0
25,74,1,0,0,4,100,1,4.0,1
25,74,2,1,1,4,100,1,4.0,1
25,74,3,0,0,4,100,1,4.0,1
25,74,4,1,1,4,100,1,4.0,1
25,74,5,0,0,4,100,1,4.0,1
25,74,6,1,1,4,100,1,4.0,1
25,74,7,0,0,4,100,1,4.0,1
25,74,8,1,1,4,100,1,4.0,1
25,74,9,0,0,4,100,1,4.0,1
25,75,0,0,0,4,100,1,,0
25,75,1,1,1,4,100,1,4.0,1
25,75,2,0,0,4,100,1,4.0,1
25,75,3,1,1,4,100,1,4.0,1
25,75,4,0,0,4,100,1,4.0,1
25,75,5,1,1,4,100,1,4.0,1
25,75,6,0,0,4,100,1,4.0,1
25,75,7,1,1,4,100,1,4.0,1
25,75,8,0,0,4,100,1,4.0,1
25,75,9,1,1,4,100,1,4.0,1
25,76,0,0,0,4,100,1,,0
25,76,1,1,1,4,100,1,4.0,1
25,76,2,0,0,4,100,1,4.0,1
25,76,3,1,1,4,100,1,4.0,1
25,76,4,0,0,4,100,1,4.0,1
25,76,5,1,1,4,100,1,4.0,1
25,76,6,0,0,4,100,1,4.0,1
25,76,7,1,1,4,100,1,4.0,1
25,76,8,0,0,4,100,1,4.0,1
25,76,9,1,1,4,100,1,4.0,1
25,77,0,0,0,4,100,1,,0
25,77,1,1,1,4,100,1,4.0,1
25,77,2,0,0,4,100,1,4.0,1
25,77,3,1,1,4,100,1,4.0,1
25,77,4,0,0,4,100,1,4.0,1
25,77,5,1,1,4,100,1,4.0,1
25,77,6,0,0,4,100,1,4.0,1
25,77,7,1,1,4,100,1,4.0,1
25,77,8,0,0,4,100,1,4.0,1
25,77,9,1,1,4,100,1,4.0,1
25,78,0,0,0,4,100,1,,0
25,78,1,1,1,4,100,1,4.0,1
25,78,2,0,0,4,100,1,4.0,1
25,78,3,1,1,4,100,1,4.0,1
25,78,4,0,0,4,100,1,4.0,1
25,78,5,1,1,4,100,1,4.0,1
25,78,6,0,0,4,100,1,4.0,1
25,78,7,1,1,4,100,1,4.0,1
25,78,8,0,0,4,100,1,4.0,1
25,78,9,1,1,4,100,1,4.0,1
25,79,0,0,0,4,100,1,,0
25,79,1,1,1,4,100,1,4.0,1
25,79,2,0,0,4,100,1,4.0,1
25,79,3,1,1,4,100,1,4.0,1
25,79,4,0,0,4,100,1,4.0,1
25,79,5,1,1,4,100,1,4.0,1
25,79,6,0,0,4,100,1,4.0,1
25,79,7,1,1,4,100,1,4.0,1
25,79,8,0,0,4,100,1,4.0,1
25,79,9,1,1,4,100,1,4.0,1
25,80,0,1,1,4,100,1,,0
25,80,1,0,0,4,100,1,4.0,1
25,80,2,1,1,4,100,1,4.0,1
25,80,3,0,0,4,100,1,4.0,1
25,80,4,1,1,4,100,1,4.0,1
25,80,5,0,0,4,100,1,4.0,1
25,80,6,1,1,4,100,1,4.0,1
25,80,7,0,0,4,100,1,4.0,1
25,80,8,1,1,4,100,1,4.0,1
25,80,9,0,0,4,100,1,4.0,1
25,81,0,1,1,4,100,1,,0
25,81,1,0,0,4,100,1,4.0,1
25,81,2,1,1,4,100,1,4.0,1
25,81,3,0,0,4,100,1,4.0,1
25,81,4,1,1,4,100,1,4.0,1
25,81,5,0,0,4,100,1,4.0,1
25,81,6,1,1,4,100,1,4.0,1
25,81,7,0,0,4,100,1,4.0,1
25,81,8,1,1,4,100,1,4.0,1
25,81,9,0,0,4,100,1,4.0,1
25,82,0,1,1,4,100,1,,0
25,82,1,0,0,4,100,1,4.0,1
25,82,2,1,1,4,100,1,4.0,1
25,82,3,0,0,4,100,1,4.0,1
25,82,4,1,1,4,100,1,4.0,1
25,82,5,0,0,4,100,1,4.0,1
25,82,6,1,1,4,100,1,4.0,1
25,82,7,0,0,4,100,1,4.0,1
25,82,8,1,1,4,100,1,4.0,1
25,82,9,0,0,4,100,1,4.0,1
25,83,0,1,1,4,100,1,,0
25,83,1,0,0,4,100,1,4.0,1
25,83,2,1,1,4,100,1,4.0,1
25,83,3,0,0,4,100,1,4.0,1
25,83,4,1,1,4,100,1,4.0,1
25,83,5,0,0,4,100,1,4.0,1
25,83,6,1,1,4,100,1,4.0,1
25,83,7,0,0,4,100,1,4.0,1
25,83,8,1,1,4,100,1,4.0,1
25,83,9,0,0,4,100,1,4.0,1
25,84,0,1,1,4,100,1,,0
25,84,1,0,0,4,100,1,4.0,1
25,84,2,1,1,4,100,1,4.0,1
25,84,3,0,0,4,100,1,4.0,1
25,84,4,1,1,4,100,1,4.0,1
25,84,5,0,0,4,100,1,4.0,1
25,84,6,1,1,4,100,1,4.0,1
25,84,7,0,0,4,100,1,4.0,1
25,84,8,1,1,4,100,1,4.0,1
25,84,9,0,0,4,100,1,4.0,1
25,85,0,0,0,4,100,1,,0
25,85,1,1,1,4,100,1,4.0,1
25,85,2,0,0,4,100,1,4.0,1
25,85,3,1,1,4,100,1,4.0,1
25,85,4,0,0,4,100,1,4.0,1
25,85,5,1,1,4,100,1,4.0,1
25,85,6,0,0,4,100,1,4.0,1
25,85,7,1,1,4,100,1,4.0,1
25,85,8,0,0,4,100,1,4.0,1
25,85,9,1,1,4,100,1,4.0,1
25,86,0,0,0,4,100,1,,0
25,86,1,1,1,4,100,1,4.0,1
25,86,2,0,0,4,100,1,4.0,1
25,86,3,1,1,4,100,1,4.0,1
25,86,4,0,0,4,100,1,4.0,1
25,86,5,1,1,4,100,1,4.0,1
25,86,6,0,0,4,100,1,4.0,1
25,86,7,1,1,4,100,1,4.0,1
25,86,8,0,0,4,100,1,4.0,1
25,86,9,1,1,4,100,1,4.0,1
25,87,0,0,0,4,100,1,,0
25,87,1,1,1,4,100,1,4.0,1
25,87,2,0,0,4,100,1,4.0,1
25,87,3,1,1,4,100,1,4.0,1
25,87,4,0,0,4,100,1,4.0,1
25,87,5,1,1,4,100,1,4.0,1
25,87,6,0,0,4,100,1,4.0,1
25,87,7,1,1,4,100,1,4.0,1
25,87,8,0,0,4,100,1,4.0,1
25,87,9,1,1,4,100,1,4.0,1
25,88,0,0,0,4,100,1,,0
25,88,1,1,1,4,100,1,4.0,1
25,88,2,0,0,4,100,1,4.0,1
25,88,3,1,1,4,100,1,4.0,1
25,88,4,0,0,4,100,1,4.0,1
25,88,5,1,1,4,100,1,4.0,1
25,88,6,0,0,4,100,1,4.0,1
25,88,7,1,1,4,100,1,4.0,1
25,88,8,0,0,4,100,1,4.0,1
25,88,9,1,1,4,100,1,4.0,1
25,89,0,0,0,4,100,1,,0
25,89,1,1,1,4,100,1,4.0,1
25,89,2,0,0,4,100,1,4.0,1
25,89,3,1,1,4,100,1,4.0,1
25,89,4,0,0,4,100,1,4.0,1
25,89,5,1,1,4,100,1,4.0,1
25,89,6,0,0,4,100,1,4.0,1
25,89,7,1,1,4,100,1,4.0,1
25,89,8,0,0,4,100,1,4.0,1
25,89,9,1,1,4,100,1,4.0,1
25,90,0,1,1,4,100,1,,0
25,90,1,0,0,4,100,1,4.0,1
25,90,2,1,1,4,100,1,4.0,1
25,90,3,0,0,4,100,1,4.0,1
25,90,4,1,1,4,100,1,4.0,1
25,90,5,0,0,4,100,1,4.0,1
25,90,6,1,1,4,100,1,4.0,1
25,90,7,0,0,4,100,1,4.0,1
25,90,8,1,1,4,100,1,4.0,1
25,90,9,0,0,4,100,1,4.0,1
25,91,0,1,1,4,100,1,,0
25,91,1,0,0,4,100,1,4.0,1
25,91,2,1,1,4,100,1,4.0,1
25,91,3,0,0,4,100,1,4.0,1
25,91,4,1,1,4,100,1,4.0,1
25,91,5,0,0,4,100,1,4.0,1
25,91,6,1,1,4,100,1,4.0,1
25,91,7,0,0,4,100,1,4.0,1
25,91,8,1,1,4,100,1,4.0,1
25,91,9,0,0,4,100,1,4.0,1
25,92,0,1,1,4,100,1,,0
25,92,1,0,0,4,100,1,4.0,1
25,92,2,1,1,4,100,1,4.0,1
25,92,3,0,0,4,100,1,4.0,1
25,92,4,1,1,4,100,1,4.0,1
25,92,5,0,0,4,100,1,4.0,1
25,92,6,1,1,4,100,1,4.0,1
25,92,7,0,0,4,100,1,4.0,1
25,92,8,1,1,4,100,1,4.0,1
25,92,9,0,0,4,100,1,4.0,1
25,93,0,1,1,4,100,1,,0
25,93,1,0,0,4,100,1,4.0,1
25,93,2,1,1,4,100,1,4.0,1
25,93,3,0,0,4,100,1,4.0,1
25,93,4,1,1,4,100,1,4.0,1
25,93,5,0,0,4,100,1,4.0,1
25,93,6,1,1,4,100,1,4.0,1
25,93,7,0,0,4,100,1,4.0,1
25,93,8,1,1,4,100,1,4.0,1
25,93,9,0,0,4,100,1,4.0,1
25,94,0,1,1,4,100,1,,0
25,94,1,0,0,4,100,1,4.0,1
25,94,2,1,1,4,100,1,4.0,1
25,94,3,0,0,4,100,1,4.0,1
25,94,4,1,1,4,100,1,4.0,1
25,94,5,0,0,4,100,1,4.0,1
25,94,6,1,1,4,100,1,4.0,1
25,94,7,0,0,4,100,1,4.0,1
25,94,8,1,1,4,100,1,4.0,1
25,94,9,0,0,4,100,1,4.0,1
25,95,0,0,0,4,100,1,,0
25,95,1,1,1,4,100,1,4.0,1
25,95,2,0,0,4,100,1,4.0,1
25,95,3,1,1,4,100,1,4.0,1
25,95,4,0,0,4,100,1,4.0,1
25,95,5,1,1,4,100,1,4.0,1
25,95,6,0,0,4,100,1,4.0,1
25,95,7,1,1,4,100,1,4.0,1
25,95,8,0,0,4,100,1,4.0,1
25,95,9,1,1,4,100,1,4.0,1
25,96,0,0,0,4,100,1,,0
25,96,1,1,1,4,100,1,4.0,1
25,96,2,0,0,4,100,1,4.0,1
25,96,3,1,1,4,100,1,4.0,1
25,96,4,0,0,4,100,1,4.0,1
25,96,5,1,1,4,100,1,4.0,1
25,96,6,0,0,4,100,1,4.0,1
25,96,7,1,1,4,100,1,4.0,1
25,96,8,0,0,4,100,1,4.0,1
25,96,9,1,1,4,100,1,4.0,1
25,97,0,0,0,4,100,1,,0
25,97,1,1,1,4,100,1,4.0,1
25,97,2,0,0,4,100,1,4.0,1
25,97,3,1,1,4,100,1,4.0,1
25,97,4,0,0,4,100,1,4.0,1
25,97,5,1,1,4,100,1,4.0,1
25,97,6,0,0,4,100,1,4.0,1
25,97,7,1,1,4,100,1,4.0,1
25,97,8,0,0,4,100,1,4.0,1
25,97,9,1,1,4,100,1,4.0,1
25,98,0,0,0,4,100,1,,0
25,98,1,1,1,4,100,1,4.0,1
25,98,2,0,0,4,100,1,4.0,1
25,98,3,1,1,4,100,1,4.0,1
25,98,4,0,0,4,100,1,4.0,1
25,98,5,1,1,4,100,1,4.0,1
25,98,6,0,0,4,100,1,4.0,1
25,98,7,1,1,4,100,1,4.0,1
25,98,8,0,0,4,100,1,4.0,1
25,98,9,1,1,4,100,1,4.0,1
25,99,0,0,0,4,100,1,,0
25,99,1,1,1,4,100,1,4.0,1
25,99,2,0,0,4,100,1,4.0,1
25,99,3,1,1,4,100,1,4.0,1
25,99,4,0,0,4,100,1,4.0,1
25,99,5,1,1,4,100,1,4.0,1
25,99,6,0,0,4,100,1,4.0,1
25,99,7,1,1,4,100,1,4.0,1
25,99,8,0,0,4,100,1,4.0,1
25,99,9,1,1,4,100,1,4.0,1
