group,round,player,choice,attendance,score,ac_score
Grupo-0022,19,563173503837429,1,2,-1,-7
Grupo-0022,20,563173503837429,1,1,1,-7
Grupo-0022,20,918915269507625,0,1,0,-9
Grupo-0022,21,918915269507625,0,1,0,-9
Grupo-0022,21,563173503837429,1,1,1,-7
Grupo-0022,22,918915269507625,0,1,0,-9
Grupo-0022,22,563173503837429,1,1,1,-7
Grupo-0022,23,918915269507625,0,1,0,-9
Grupo-0022,23,563173503837429,1,1,1,-7
Grupo-0022,24,563173503837429,1,2,-1,-7
Grupo-0022,24,918915269507625,1,2,-1,-9
Grupo-0022,25,563173503837429,1,1,1,-7
Grupo-0022,25,918915269507625,0,1,0,-9
Grupo-0022,26,563173503837429,1,1,1,-7
Grupo-0022,26,918915269507625,0,1,0,-9
Grupo-0022,27,918915269507625,0,1,0,-9
Grupo-0022,27,563173503837429,1,1,1,-7
Grupo-0022,28,563173503837429,0,0,0,-7
Grupo-0022,28,918915269507625,0,0,0,-9
Grupo-0022,29,918915269507625,1,1,1,-9
Grupo-0022,29,563173503837429,0,1,0,-7
Grupo-0022,30,918915269507625,1,2,-1,-9
Grupo-0022,30,563173503837429,1,2,-1,-7
Grupo-0022,31,563173503837429,1,2,-1,-7
Grupo-0022,31,918915269507625,1,2,-1,-9
Grupo-0022,32,918915269507625,1,2,-1,-9
Grupo-0022,32,563173503837429,1,2,-1,-7
Grupo-0022,33,918915269507625,1,2,-1,-9
Grupo-0022,33,563173503837429,1,2,-1,-7
Grupo-0022,34,563173503837429,0,1,0,-7
Grupo-0022,34,918915269507625,1,1,1,-9
Grupo-0022,35,918915269507625,1,1,1,-9
Grupo-0022,35,563173503837429,0,1,0,-7
Grupo-0022,36,918915269507625,1,1,1,-9
Grupo-0022,36,563173503837429,0,1,0,-7
Grupo-0022,37,918915269507625,1,2,-1,-9
Grupo-0022,37,563173503837429,1,2,-1,-7
Grupo-0022,38,563173503837429,1,2,-1,-7
Grupo-0022,38,918915269507625,1,2,-1,-9
Grupo-0022,39,918915269507625,1,2,-1,-9
Grupo-0022,39,563173503837429,1,2,-1,-7
Grupo-0022,40,563173503837429,0,1,0,-7
Grupo-0022,40,918915269507625,1,1,1,-9
Grupo-0022,41,918915269507625,1,1,1,-9
Grupo-0022,41,563173503837429,0,1,0,-7
Grupo-0022,42,918915269507625,1,1,1,-9
Grupo-0022,42,563173503837429,0,1,0,-7
Grupo-0022,43,918915269507625,1,2,-1,-9
Grupo-0022,43,563173503837429,1,2,-1,-7
Grupo-0022,44,563173503837429,1,2,-1,-7
Grupo-0022,44,918915269507625,1,2,-1,-9
Grupo-0022,45,918915269507625,1,2,-1,-9
Grupo-0022,45,563173503837429,1,2,-1,-7
Grupo-0022,46,918915269507625,1,1,1,-9
Grupo-0022,46,563173503837429,0,1,0,-7
Grupo-0022,47,563173503837429,0,1,0,-7
Grupo-0022,47,918915269507625,1,1,1,-9
Grupo-0022,48,918915269507625,1,2,-1,-9
Grupo-0022,48,563173503837429,1,2,-1,-7
Grupo-0022,49,918915269507625,1,2,-1,-9
Grupo-0022,49,563173503837429,1,2,-1,-7
Grupo-0022,50,918915269507625,1,1,1,-9
Grupo-0022,50,563173503837429,0,1,0,-7
Grupo-0023,1,405074693615800,1,2,-1,4
Grupo-0023,1,727967798557118,1,2,-1,-5
Grupo-0023,2,405074693615800,1,2,-1,4
Grupo-0023,2,727967798557118,1,2,-1,-5
Grupo-0023,3,405074693615800,1,1,1,4
Grupo-0023,3,727967798557118,0,1,0,-5
Grupo-0023,4,405074693615800,0,1,0,4
Grupo-0023,4,727967798557118,1,1,1,-5
Grupo-0023,5,405074693615800,1,2,-1,4
Grupo-0023,5,727967798557118,1,2,-1,-5
Grupo-0023,6,405074693615800,1,2,-1,4
Grupo-0023,6,727967798557118,1,2,-1,-5
Grupo-0023,7,405074693615800,0,0,0,4
Grupo-0023,7,727967798557118,0,0,0,-5
Grupo-0023,8,405074693615800,0,1,0,4
Grupo-0023,8,727967798557118,1,1,1,-5
Grupo-0023,9,405074693615800,1,2,-1,4
Grupo-0023,9,727967798557118,1,2,-1,-5
Grupo-0023,10,405074693615800,0,0,0,4
Grupo-0023,10,727967798557118,0,0,0,-5
Grupo-0023,11,405074693615800,0,1,0,4
Grupo-0023,11,727967798557118,1,1,1,-5
Grupo-0023,12,405074693615800,1,2,-1,4
Grupo-0023,12,727967798557118,1,2,-1,-5
Grupo-0023,13,405074693615800,1,2,-1,4
Grupo-0023,13,727967798557118,1,2,-1,-5
Grupo-0023,14,405074693615800,1,1,1,4
Grupo-0023,14,727967798557118,0,1,0,-5
Grupo-0023,15,727967798557118,0,1,0,-5
Grupo-0023,15,405074693615800,1,1,1,4
Grupo-0023,16,405074693615800,1,2,-1,4
Grupo-0023,16,727967798557118,1,2,-1,-5
Grupo-0023,17,727967798557118,1,2,-1,-5
Grupo-0023,17,405074693615800,1,2,-1,4
Grupo-0023,18,405074693615800,1,2,-1,4
Grupo-0023,18,727967798557118,1,2,-1,-5
Grupo-0023,19,405074693615800,1,1,1,4
Grupo-0023,19,727967798557118,0,1,0,-5
Grupo-0023,20,405074693615800,0,0,0,4
Grupo-0023,20,727967798557118,0,0,0,-5
Grupo-0023,21,405074693615800,1,2,-1,4
Grupo-0023,21,727967798557118,1,2,-1,-5
Grupo-0023,22,405074693615800,1,2,-1,4
Grupo-0023,22,727967798557118,1,2,-1,-5
Grupo-0023,23,405074693615800,1,1,1,4
Grupo-0023,23,727967798557118,0,1,0,-5
Grupo-0023,24,405074693615800,1,1,1,4
Grupo-0023,24,727967798557118,0,1,0,-5
Grupo-0023,25,405074693615800,1,1,1,4
Grupo-0023,25,727967798557118,0,1,0,-5
Grupo-0023,26,405074693615800,1,1,1,4
Grupo-0023,26,727967798557118,0,1,0,-5
Grupo-0023,27,405074693615800,1,2,-1,4
Grupo-0023,27,727967798557118,1,2,-1,-5
Grupo-0023,28,405074693615800,1,1,1,4
Grupo-0023,28,727967798557118,0,1,0,-5
Grupo-0023,29,405074693615800,1,1,1,4
Grupo-0023,29,727967798557118,0,1,0,-5
Grupo-0023,30,405074693615800,1,1,1,4
Grupo-0023,30,727967798557118,0,1,0,-5
Grupo-0023,31,405074693615800,1,2,-1,4
Grupo-0023,31,727967798557118,1,2,-1,-5
Grupo-0023,32,405074693615800,1,2,-1,4
Grupo-0023,32,727967798557118,1,2,-1,-5
Grupo-0023,33,405074693615800,1,1,1,4
Grupo-0023,33,727967798557118,0,1,0,-5
Grupo-0023,34,405074693615800,1,2,-1,4
Grupo-0023,34,727967798557118,1,2,-1,-5
Grupo-0023,35,405074693615800,1,1,1,4
Grupo-0023,35,727967798557118,0,1,0,-5
Grupo-0023,36,405074693615800,0,1,0,4
Grupo-0023,36,727967798557118,1,1,1,-5
Grupo-0023,37,405074693615800,1,1,1,4
Grupo-0023,37,727967798557118,0,1,0,-5
Grupo-0023,38,727967798557118,1,1,1,-5
Grupo-0023,38,405074693615800,0,1,0,4
Grupo-0023,39,405074693615800,1,1,1,4
Grupo-0023,39,727967798557118,0,1,0,-5
Grupo-0023,40,727967798557118,1,1,1,-5
Grupo-0023,40,405074693615800,0,1,0,4
Grupo-0023,41,405074693615800,1,1,1,4
Grupo-0023,41,727967798557118,0,1,0,-5
Grupo-0023,42,405074693615800,0,1,0,4
Grupo-0023,42,727967798557118,1,1,1,-5
Grupo-0023,43,405074693615800,1,1,1,4
Grupo-0023,43,727967798557118,0,1,0,-5
Grupo-0023,44,405074693615800,0,1,0,4
Grupo-0023,44,727967798557118,1,1,1,-5
Grupo-0023,45,727967798557118,0,1,0,-5
Grupo-0023,45,405074693615800,1,1,1,4
Grupo-0023,46,727967798557118,1,1,1,-5
Grupo-0023,46,405074693615800,0,1,0,4
Grupo-0023,47,405074693615800,1,1,1,4
Grupo-0023,47,727967798557118,0,1,0,-5
Grupo-0023,48,405074693615800,0,1,0,4
Grupo-0023,48,727967798557118,1,1,1,-5
Grupo-0023,49,405074693615800,1,1,1,4
Grupo-0023,49,727967798557118,0,1,0,-5
Grupo-0023,50,727967798557118,1,1,1,-5
Grupo-0023,50,405074693615800,0,1,0,4
